,GOterm
sumo2,GO:1903900
snai1,GO:1903900
snca,GO:1903900
soat1,GO:1903900
sorl1,GO:1903900
sox2,GO:1903900
sox4,GO:1903900
sox4,GO:1903900
sox9,GO:1903900
sox9,GO:1903900
sox11,GO:1903900
sox11,GO:1903900
sp1,GO:1903900
sp1,GO:1903900
sp3,GO:1903900
sp3,GO:1903900
sp100,GO:1903900
spi1,GO:1903900
spib,GO:1903900
spn,GO:1903900
spp1,GO:1903900
src,GO:1903900
srebf2,GO:1903900
srf,GO:1903900
sry,GO:1903900
ss18,GO:1903900
stat1,GO:1903900
stat1,GO:1903900
stat3,GO:1903900
stat3,GO:1903900
stat6,GO:1903900
nek4,GO:1903900
stk4,GO:1903900
stx5,GO:1903900
supt4h1,GO:1903900
supt5h,GO:1903900
supt6h,GO:1903900
supv3l1,GO:1903900
supv3l1,GO:1903900
tbxt,GO:1903900
adam17,GO:1903900
adam17,GO:1903900
taf1,GO:1903900
taf2,GO:1903900
taf4,GO:1903900
taf7,GO:1903900
taf9,GO:1903900
map3k7,GO:1903900
map3k7,GO:1903900
tal1,GO:1903900
tbl1x,GO:1903900
tbx5,GO:1903900
tbx5,GO:1903900
tcf4,GO:1903900
hnf1a,GO:1903900
hnf1b,GO:1903900
tcf3,GO:1903900
tcf7l2,GO:1903900
tcf7l2,GO:1903900
tcf12,GO:1903900
mlx,GO:1903900
tcp1,GO:1903900
tdgf1,GO:1903900
tead1,GO:1903900
tec,GO:1903900
tek,GO:1903900
tek,GO:1903900
terf2,GO:1903900
tert,GO:1903900
tert,GO:1903900
tfam,GO:1903900
tfap2a,GO:1903900
tfap2b,GO:1903900
tfap2b,GO:1903900
tfap2c,GO:1903900
tfap4,GO:1903900
nr2f2,GO:1903900
nr2f2,GO:1903900
tfdp1,GO:1903900
tfdp2,GO:1903900
tfe3,GO:1903900
tfrc,GO:1903900
tgfa,GO:1903900
tgfb1,GO:1903900
tgfb1,GO:1903900
tgfb1i1,GO:1903900
tgfb2,GO:1903900
tgfb3,GO:1903900
tgfb3,GO:1903900
tgfbr1,GO:1903900
tgfbr1,GO:1903900
thbs1,GO:1903900
thbs1,GO:1903900
thbs4,GO:1903900
klf10,GO:1903900
nkx2-1,GO:1903900
nkx2-1,GO:1903900
tle1,GO:1903900
tlr2,GO:1903900
tlr3,GO:1903900
tlr3,GO:1903900
tlr4,GO:1903900
tlr4,GO:1903900
tnf,GO:1903900
tnf,GO:1903900
tnfaip3,GO:1903900
tnfrsf1a,GO:1903900
tnfrsf1b,GO:1903900
tnni2,GO:1903900
tp53,GO:1903900
tp53,GO:1903900
tp53bp1,GO:1903900
tp53bp1,GO:1903900
tp73,GO:1903900
tp73,GO:1903900
tpd52l1,GO:1903900
nr2c2,GO:1903900
traf2,GO:1903900
traf2,GO:1903900
traf6,GO:1903900
traf6,GO:1903900
cct3,GO:1903900
ttn,GO:1903900
twist1,GO:1903900
twist1,GO:1903900
txk,GO:1903900
ubb,GO:1903900
ubb,GO:1903900
ube2d1,GO:1903900
ube2i,GO:1903900
ube2n,GO:1903900
ube3a,GO:1903900
sumo1,GO:1903900
nr1h2,GO:1903900
nr1h2,GO:1903900
usf1,GO:1903900
usf2,GO:1903900
vcp,GO:1903900
vdr,GO:1903900
vegfa,GO:1903900
vegfa,GO:1903900
vhl,GO:1903900
vim,GO:1903900
vip,GO:1903900
vtn,GO:1903900
wars,GO:1903900
wfs1,GO:1903900
wnt1,GO:1903900
wnt1,GO:1903900
wnt2,GO:1903900
wnt3,GO:1903900
wnt5a,GO:1903900
wnt5a,GO:1903900
wnt6,GO:1903900
wnt7a,GO:1903900
wnt11,GO:1903900
wrn,GO:1903900
wt1,GO:1903900
xbp1,GO:1903900
xbp1,GO:1903900
xdh,GO:1903900
xrcc1,GO:1903900
xrcc5,GO:1903900
xrcc5,GO:1903900
ywhah,GO:1903900
zfp36,GO:1903900
zfp36,GO:1903900
zic3,GO:1903900
znf711,GO:1903900
znf24,GO:1903900
zscan21,GO:1903900
mzf1,GO:1903900
znf76,GO:1903900
znf143,GO:1903900
zbtb16,GO:1903900
zbtb17,GO:1903900
zbtb17,GO:1903900
vezf1,GO:1903900
znf175,GO:1903900
zxda,GO:1903900
prdm2,GO:1903900
btg2,GO:1903900
pax8,GO:1903900
fzd5,GO:1903900
brpf1,GO:1903900
usp7,GO:1903900
rab7a,GO:1903900
bag6,GO:1903900
ddx39b,GO:1903900
tfeb,GO:1903900
arhgef5,GO:1903900
kat6a,GO:1903900
nr4a3,GO:1903900
lhx3,GO:1903900
mllt10,GO:1903900
fosl1,GO:1903900
usp5,GO:1903900
kmt2d,GO:1903900
hmga2,GO:1903900
hmga2,GO:1903900
alx1,GO:1903900
alx1,GO:1903900
cdk2ap1,GO:1903900
tcl1a,GO:1903900
tcl1a,GO:1903900
ell,GO:1903900
sympk,GO:1903900
ncoa3,GO:1903900
ncoa3,GO:1903900
nrip1,GO:1903900
usp9x,GO:1903900
arid1a,GO:1903900
picalm,GO:1903900
picalm,GO:1903900
axin1,GO:1903900
axin1,GO:1903900
axin2,GO:1903900
cdc7,GO:1903900
eomes,GO:1903900
fzd1,GO:1903900
fzd4,GO:1903900
fzd7,GO:1903900
fzd7,GO:1903900
pla2g10,GO:1903900
nr0b2,GO:1903900
utf1,GO:1903900
nck2,GO:1903900
dyrk2,GO:1903900
tead2,GO:1903900
ogt,GO:1903900
ogt,GO:1903900
sema7a,GO:1903900
galr3,GO:1903900
ikbkg,GO:1903900
gcm1,GO:1903900
camk1,GO:1903900
camk1,GO:1903900
barx2,GO:1903900
mapkapk5,GO:1903900
pias1,GO:1903900
cdc14b,GO:1903900
thoc5,GO:1903900
madd,GO:1903900
khsrp,GO:1903900
tnfsf11,GO:1903900
klf7,GO:1903900
tp63,GO:1903900
tp63,GO:1903900
skap1,GO:1903900
skap1,GO:1903900
ncoa1,GO:1903900
tnks,GO:1903900
tnks,GO:1903900
irs2,GO:1903900
eif3c,GO:1903900
eif3d,GO:1903900
myom1,GO:1903900
ripk1,GO:1903900
ripk1,GO:1903900
tnfsf13,GO:1903900
tnfsf12,GO:1903900
tnfsf10,GO:1903900
adam9,GO:1903900
ripk2,GO:1903900
ripk2,GO:1903900
fadd,GO:1903900
tnfrsf18,GO:1903900
tnfrsf11a,GO:1903900
galr2,GO:1903900
ccnk,GO:1903900
fgf18,GO:1903900
iqgap1,GO:1903900
nrp1,GO:1903900
hdac3,GO:1903900
kat2b,GO:1903900
nr1i2,GO:1903900
ldb1,GO:1903900
apln,GO:1903900
sphk1,GO:1903900
sphk1,GO:1903900
fubp1,GO:1903900
zpr1,GO:1903900
timeless,GO:1903900
bcl10,GO:1903900
bcl10,GO:1903900
foxh1,GO:1903900
foxh1,GO:1903900
phox2b,GO:1903900
phox2b,GO:1903900
rab29,GO:1903900
fubp3,GO:1903900
btrc,GO:1903900
usp13,GO:1903900
rps6ka4,GO:1903900
tnfsf18,GO:1903900
rnf8,GO:1903900
hip1r,GO:1903900
nat8,GO:1903900
unc119,GO:1903900
mta1,GO:1903900
lats1,GO:1903900
cnot9,GO:1903900
aifm1,GO:1903900
pdcd5,GO:1903900
pdcd5,GO:1903900
hgs,GO:1903900
dyrk1b,GO:1903900
map3k13,GO:1903900
arhgef2,GO:1903900
zbed1,GO:1903900
aurkb,GO:1903900
vapb,GO:1903900
crlf1,GO:1903900
rps6ka5,GO:1903900
mapkapk2,GO:1903900
itgb1bp1,GO:1903900
med14,GO:1903900
gpr37l1,GO:1903900
gpr55,GO:1903900
s1pr2,GO:1903900
klf4,GO:1903900
klf4,GO:1903900
trip4,GO:1903900
cnot8,GO:1903900
taok2,GO:1903900
taok2,GO:1903900
rpl23,GO:1903900
adipoq,GO:1903900
med21,GO:1903900
hand1,GO:1903900
med17,GO:1903900
aim2,GO:1903900
eif2ak3,GO:1903900
hand2,GO:1903900
hand2,GO:1903900
rock2,GO:1903900
onecut2,GO:1903900
litaf,GO:1903900
tbpl1,GO:1903900
sec22b,GO:1903900
h2afy,GO:1903900
clock,GO:1903900
babam2,GO:1903900
creb5,GO:1903900
ier2,GO:1903900
rnf14,GO:1903900
ncor1,GO:1903900
ncor2,GO:1903900
traf4,GO:1903900
tcl1b,GO:1903900
mical2,GO:1903900
ctr9,GO:1903900
ctr9,GO:1903900
ppm1f,GO:1903900
ppm1f,GO:1903900
socs5,GO:1903900
rapgef2,GO:1903900
edem1,GO:1903900
dhx34,GO:1903900
st18,GO:1903900
herpud1,GO:1903900
herpud1,GO:1903900
sart3,GO:1903900
hdac4,GO:1903900
hdac4,GO:1903900
rassf2,GO:1903900
bclaf1,GO:1903900
eif4a3,GO:1903900
tbc1d5,GO:1903900
maml1,GO:1903900
ist1,GO:1903900
rnf40,GO:1903900
arhgef11,GO:1903900
zeb2,GO:1903900
med24,GO:1903900
magi2,GO:1903900
setdb1,GO:1903900
telo2,GO:1903900
arnt2,GO:1903900
rnf10,GO:1903900
kif14,GO:1903900
fgf19,GO:1903900
tnfsf15,GO:1903900
thrap3,GO:1903900
thrap3,GO:1903900
med12,GO:1903900
med13,GO:1903900
nr1i3,GO:1903900
nr1h4,GO:1903900
nr1h4,GO:1903900
rbx1,GO:1903900
thoc1,GO:1903900
kcne2,GO:1903900
casp8ap2,GO:1903900
med6,GO:1903900
nr2e3,GO:1903900
nr2e3,GO:1903900
tank,GO:1903900
hdac6,GO:1903900
hdac5,GO:1903900
pdcd6,GO:1903900
pdcd6,GO:1903900
med16,GO:1903900
tom1l1,GO:1903900
nr1h3,GO:1903900
nr1h3,GO:1903900
rad50,GO:1903900
rad50,GO:1903900
rasgrp1,GO:1903900
rasgrp1,GO:1903900
bcap31,GO:1903900
bcap31,GO:1903900
nampt,GO:1903900
yaf2,GO:1903900
tob1,GO:1903900
akap9,GO:1903900
cebpz,GO:1903900
trim28,GO:1903900
trim28,GO:1903900
tnk2,GO:1903900
alyref,GO:1903900
rnf41,GO:1903900
topors,GO:1903900
flot1,GO:1903900
spry2,GO:1903900
ramp2,GO:1903900
ramp1,GO:1903900
ramp3,GO:1903900
akap8,GO:1903900
fstl3,GO:1903900
stub1,GO:1903900
tnip1,GO:1903900
tlr6,GO:1903900
klf2,GO:1903900
klf2,GO:1903900
cited2,GO:1903900
nod1,GO:1903900
prg3,GO:1903900
dlc1,GO:1903900
rack1,GO:1903900
rack1,GO:1903900
pias3,GO:1903900
rapgef3,GO:1903900
rapgef3,GO:1903900
yap1,GO:1903900
yap1,GO:1903900
rbm14,GO:1903900
hax1,GO:1903900
gpnmb,GO:1903900
mad2l2,GO:1903900
mad2l2,GO:1903900
pibf1,GO:1903900
zbtb18,GO:1903900
tada3,GO:1903900
tada3,GO:1903900
c1orf61,GO:1903900
creb3,GO:1903900
creb3,GO:1903900
syncrip,GO:1903900
stk25,GO:1903900
sema4d,GO:1903900
ddx17,GO:1903900
deaf1,GO:1903900
kat5,GO:1903900
kat5,GO:1903900
atg7,GO:1903900
atg7,GO:1903900
anp32b,GO:1903900
arl6ip5,GO:1903900
agr2,GO:1903900
arfgef1,GO:1903900
cct7,GO:1903900
cct4,GO:1903900
cct2,GO:1903900
usp16,GO:1903900
erlin1,GO:1903900
trim16,GO:1903900
igf2bp1,GO:1903900
camkk2,GO:1903900
khdrbs1,GO:1903900
klf1,GO:1903900
ctcf,GO:1903900
ctcf,GO:1903900
cct8,GO:1903900
nfat5,GO:1903900
ptges3,GO:1903900
ptges3,GO:1903900
rai1,GO:1903900
map3k2,GO:1903900
plk2,GO:1903900
znf268,GO:1903900
ruvbl2,GO:1903900
lilrb1,GO:1903900
ppargc1a,GO:1903900
malt1,GO:1903900
jtb,GO:1903900
gadd45g,GO:1903900
cops8,GO:1903900
spin1,GO:1903900
erp29,GO:1903900
mllt11,GO:1903900
adirf,GO:1903900
cops5,GO:1903900
rbpms,GO:1903900
ripk3,GO:1903900
nudt21,GO:1903900
nudt21,GO:1903900
kat7,GO:1903900
glmn,GO:1903900
erlin2,GO:1903900
map4k1,GO:1903900
pkp3,GO:1903900
celf3,GO:1903900
chek2,GO:1903900
fzd10,GO:1903900
pdcd10,GO:1903900
pdcd10,GO:1903900
rnf139,GO:1903900
padi2,GO:1903900
snf8,GO:1903900
pnkp,GO:1903900
cd300a,GO:1903900
park7,GO:1903900
park7,GO:1903900
ecd,GO:1903900
phb2,GO:1903900
u2af2,GO:1903900
atf5,GO:1903900
cpeb3,GO:1903900
nlrp1,GO:1903900
inpp5f,GO:1903900
mlxip,GO:1903900
foxj3,GO:1903900
card8,GO:1903900
ncbp2,GO:1903900
mapre3,GO:1903900
atf6,GO:1903900
habp4,GO:1903900
rab3gap1,GO:1903900
sirt2,GO:1903900
scap,GO:1903900
snw1,GO:1903900
snw1,GO:1903900
dkk1,GO:1903900
cct5,GO:1903900
trim32,GO:1903900
tpx2,GO:1903900
paxip1,GO:1903900
cnot1,GO:1903900
cnot1,GO:1903900
kdm1a,GO:1903900
kdm1a,GO:1903900
samd4a,GO:1903900
tnik,GO:1903900
tnik,GO:1903900
ncoa6,GO:1903900
setx,GO:1903900
rrp1b,GO:1903900
znf423,GO:1903900
mrps27,GO:1903900
tnrc6b,GO:1903900
tab2,GO:1903900
phf8,GO:1903900
phf8,GO:1903900
ankle2,GO:1903900
gramd4,GO:1903900
wdr43,GO:1903900
rtf1,GO:1903900
larp4b,GO:1903900
fam168a,GO:1903900
plcb1,GO:1903900
wwc1,GO:1903900
fbxw11,GO:1903900
atmin,GO:1903900
usp22,GO:1903900
sash1,GO:1903900
larp1,GO:1903900
crtc1,GO:1903900
ice1,GO:1903900
sirt1,GO:1903900
sirt1,GO:1903900
zfpm2,GO:1903900
rybp,GO:1903900
rhoq,GO:1903900
tardbp,GO:1903900
brd4,GO:1903900
brd4,GO:1903900
scrib,GO:1903900
spidr,GO:1903900
kat6b,GO:1903900
znf281,GO:1903900
clcf1,GO:1903900
mmd,GO:1903900
wbp2,GO:1903900
arl2bp,GO:1903900
ddx58,GO:1903900
nup62,GO:1903900
hspbp1,GO:1903900
ppp1r15a,GO:1903900
maff,GO:1903900
arhgap8,GO:1903900
mtch1,GO:1903900
prpf6,GO:1903900
dstyk,GO:1903900
rab3gap2,GO:1903900
bambi,GO:1903900
pou2f3,GO:1903900
nipbl,GO:1903900
brms1,GO:1903900
prkd2,GO:1903900
prkd2,GO:1903900
rchy1,GO:1903900
pot1,GO:1903900
pot1,GO:1903900
nol11,GO:1903900
fam98a,GO:1903900
sin3a,GO:1903900
rwdd3,GO:1903900
tiparp,GO:1903900
hinfp,GO:1903900
hinfp,GO:1903900
ppp1r16b,GO:1903900
auts2,GO:1903900
gigyf2,GO:1903900
chtop,GO:1903900
edrf1,GO:1903900
phf19,GO:1903900
ptpn22,GO:1903900
stap1,GO:1903900
nkx2-8,GO:1903900
fbxo4,GO:1903900
fbxo4,GO:1903900
fgf21,GO:1903900
ehf,GO:1903900
gnl3,GO:1903900
fam162a,GO:1903900
heyl,GO:1903900
ago1,GO:1903900
aatf,GO:1903900
dux1,GO:1903900
grem1,GO:1903900
nufip1,GO:1903900
pabpc1,GO:1903900
akap8l,GO:1903900
akap8l,GO:1903900
cyfip2,GO:1903900
dnajc2,GO:1903900
foxd3,GO:1903900
nox1,GO:1903900
pelp1,GO:1903900
lamp3,GO:1903900
cideb,GO:1903900
ago2,GO:1903900
prelid1,GO:1903900
ventx,GO:1903900
dimt1,GO:1903900
bmp10,GO:1903900
rbms3,GO:1903900
rbmx,GO:1903900
tox3,GO:1903900
ube2s,GO:1903900
stk39,GO:1903900
htra2,GO:1903900
htra2,GO:1903900
ccdc22,GO:1903900
coa3,GO:1903900
rgcc,GO:1903900
rgcc,GO:1903900
hipk2,GO:1903900
klf15,GO:1903900
atad2,GO:1903900
med4,GO:1903900
babam1,GO:1903900
pycard,GO:1903900
pycard,GO:1903900
fhod1,GO:1903900
fhod1,GO:1903900
tbk1,GO:1903900
brd7,GO:1903900
uhrf1,GO:1903900
pacsin3,GO:1903900
card10,GO:1903900
grhl1,GO:1903900
grhl1,GO:1903900
senp1,GO:1903900
cnot7,GO:1903900
mdfic,GO:1903900
ubqln2,GO:1903900
ubqln1,GO:1903900
ubqln1,GO:1903900
nop53,GO:1903900
tbx21,GO:1903900
rax,GO:1903900
sox8,GO:1903900
cxxc1,GO:1903900
stoml2,GO:1903900
mink1,GO:1903900
neurog3,GO:1903900
foxp3,GO:1903900
foxp3,GO:1903900
sost,GO:1903900
fis1,GO:1903900
rps27l,GO:1903900
nmd3,GO:1903900
gal,GO:1903900
insig2,GO:1903900
chchd2,GO:1903900
mrnip,GO:1903900
znf580,GO:1903900
vps28,GO:1903900
lef1,GO:1903900
lef1,GO:1903900
znf639,GO:1903900
plce1,GO:1903900
tbc1d7,GO:1903900
ier5,GO:1903900
tlr7,GO:1903900
tlr7,GO:1903900
tlr8,GO:1903900
tlr8,GO:1903900
wac,GO:1903900
prr16,GO:1903900
dact1,GO:1903900
dact1,GO:1903900
fzr1,GO:1903900
taok3,GO:1903900
ubr5,GO:1903900
angpt4,GO:1903900
crlf3,GO:1903900
wnt16,GO:1903900
prkag2,GO:1903900
snx9,GO:1903900
magec2,GO:1903900
ythdf2,GO:1903900
ythdf2,GO:1903900
nat8b,GO:1903900
triap1,GO:1903900
trmt112,GO:1903900
dtl,GO:1903900
sirt7,GO:1903900
sirt6,GO:1903900
il23a,GO:1903900
pias4,GO:1903900
nbas,GO:1903900
rtraf,GO:1903900
nub1,GO:1903900
cab39,GO:1903900
uimc1,GO:1903900
ghrl,GO:1903900
rtel1,GO:1903900
rsf1,GO:1903900
map3k20,GO:1903900
gsap,GO:1903900
tlr9,GO:1903900
trem2,GO:1903900
trem2,GO:1903900
sox18,GO:1903900
wnt4,GO:1903900
terf2ip,GO:1903900
etaa1,GO:1903900
necab2,GO:1903900
epb41l4b,GO:1903900
dll4,GO:1903900
ndfip2,GO:1903900
ino80,GO:1903900
paf1,GO:1903900
paf1,GO:1903900
parp14,GO:1903900
otud4,GO:1903900
fam20a,GO:1903900
trim44,GO:1903900
rnf111,GO:1903900
tet2,GO:1903900
bcas3,GO:1903900
ankrd49,GO:1903900
casz1,GO:1903900
sema4c,GO:1903900
ythdf1,GO:1903900
ythdf1,GO:1903900
tmem161a,GO:1903900
trmt10c,GO:1903900
parp16,GO:1903900
odam,GO:1903900
cln6,GO:1903900
tesc,GO:1903900
aurkaip1,GO:1903900
rmnd1,GO:1903900
pih1d1,GO:1903900
pid1,GO:1903900
phip,GO:1903900
bank1,GO:1903900
det1,GO:1903900
ift57,GO:1903900
heatr1,GO:1903900
wrap53,GO:1903900
wrap53,GO:1903900
rif1,GO:1903900
bbs7,GO:1903900
fanci,GO:1903900
uqcc1,GO:1903900
asxl2,GO:1903900
fbxw7,GO:1903900
fbxw7,GO:1903900
larp6,GO:1903900
stradb,GO:1903900
camk2n1,GO:1903900
slc30a10,GO:1903900
maml3,GO:1903900
itln1,GO:1903900
tasp1,GO:1903900
nlrp2,GO:1903900
scyl2,GO:1903900
kdm4d,GO:1903900
rbm22,GO:1903900
slf2,GO:1903900
atf7ip,GO:1903900
vps35,GO:1903900
edem2,GO:1903900
cdk5rap2,GO:1903900
inava,GO:1903900
riok2,GO:1903900
pcid2,GO:1903900
il26,GO:1903900
trerf1,GO:1903900
foxj2,GO:1903900
kdm3a,GO:1903900
vps11,GO:1903900
eapp,GO:1903900
eaf2,GO:1903900
bex1,GO:1903900
mesp1,GO:1903900
kmt2e,GO:1903900
angptl8,GO:1903900
nkrf,GO:1903900
pdgfc,GO:1903900
nsmce3,GO:1903900
rnf20,GO:1903900
mettl3,GO:1903900
zc3hav1,GO:1903900
celf4,GO:1903900
tcim,GO:1903900
dhx33,GO:1903900
arntl2,GO:1903900
eny2,GO:1903900
rgma,GO:1903900
atxn7l3,GO:1903900
prdm9,GO:1903900
ackr3,GO:1903900
twsg1,GO:1903900
tigar,GO:1903900
smurf1,GO:1903900
peli2,GO:1903900
zmiz1,GO:1903900
cemip,GO:1903900
znf304,GO:1903900
znf304,GO:1903900
aicda,GO:1903900
mkl2,GO:1903900
mavs,GO:1903900
rptor,GO:1903900
rptor,GO:1903900
taok1,GO:1903900
taok1,GO:1903900
arrdc3,GO:1903900
mkl1,GO:1903900
fnip2,GO:1903900
jcad,GO:1903900
calcoco1,GO:1903900
calcoco1,GO:1903900
als2,GO:1903900
chd8,GO:1903900
chd8,GO:1903900
tnrc6c,GO:1903900
grhl3,GO:1903900
nfe4,GO:1903900
nfe4,GO:1903900
tp53inp2,GO:1903900
nlrc4,GO:1903900
rprd1b,GO:1903900
wiz,GO:1903900
il21,GO:1903900
hivep3,GO:1903900
prdm12,GO:1903900
prdm12,GO:1903900
senp2,GO:1903900
eda2r,GO:1903900
nif3l1,GO:1903900
gpatch3,GO:1903900
chtf18,GO:1903900
chp2,GO:1903900
clspn,GO:1903900
prdm16,GO:1903900
perp,GO:1903900
magef1,GO:1903900
nod2,GO:1903900
nod2,GO:1903900
card9,GO:1903900
irf2bpl,GO:1903900
mms19,GO:1903900
mms19,GO:1903900
tfb2m,GO:1903900
sox17,GO:1903900
nsd1,GO:1903900
cop1,GO:1903900
aktip,GO:1903900
garem1,GO:1903900
creb3l2,GO:1903900
ippk,GO:1903900
fam129b,GO:1903900
bcl11b,GO:1903900
ndrg4,GO:1903900
pink1,GO:1903900
pink1,GO:1903900
acd,GO:1903900
upf3b,GO:1903900
upf3a,GO:1903900
wnk3,GO:1903900
caprin2,GO:1903900
ddrgk1,GO:1903900
boll,GO:1903900
dusp26,GO:1903900
nabp2,GO:1903900
aspscr1,GO:1903900
fastkd3,GO:1903900
dscc1,GO:1903900
card14,GO:1903900
derl1,GO:1903900
phf23,GO:1903900
tnip2,GO:1903900
brcc3,GO:1903900
zxdc,GO:1903900
zxdc,GO:1903900
hmgn5,GO:1903900
pagr1,GO:1903900
cdc73,GO:1903900
cdc73,GO:1903900
mul1,GO:1903900
hmbox1,GO:1903900
hmbox1,GO:1903900
ice2,GO:1903900
tbl1xr1,GO:1903900
lin28a,GO:1903900
e2f8,GO:1903900
znf750,GO:1903900
znf750,GO:1903900
carf,GO:1903900
kdm8,GO:1903900
prr5l,GO:1903900
nanog,GO:1903900
adm2,GO:1903900
grhl2,GO:1903900
grhl2,GO:1903900
zc3h12a,GO:1903900
zc3h12a,GO:1903900
naa15,GO:1903900
dbf4b,GO:1903900
cep290,GO:1903900
ell3,GO:1903900
cdk5rap3,GO:1903900
tet1,GO:1903900
epc1,GO:1903900
zkscan3,GO:1903900
wdr61,GO:1903900
wdr61,GO:1903900
tnks2,GO:1903900
tnks2,GO:1903900
cd276,GO:1903900
akna,GO:1903900
srcin1,GO:1903900
ndfip1,GO:1903900
ndfip1,GO:1903900
zfp91,GO:1903900
cdt1,GO:1903900
med25,GO:1903900
rilp,GO:1903900
sox7,GO:1903900
bcl2l12,GO:1903900
zmiz2,GO:1903900
parp9,GO:1903900
sesn2,GO:1903900
riok1,GO:1903900
itch,GO:1903900
tbc1d10a,GO:1903900
sprtn,GO:1903900
pcbd2,GO:1903900
wdr75,GO:1903900
utp15,GO:1903900
fam161a,GO:1903900
abraxas1,GO:1903900
kat8,GO:1903900
kat8,GO:1903900
nlrc5,GO:1903900
chd6,GO:1903900
traf7,GO:1903900
slf1,GO:1903900
poldip3,GO:1903900
ing5,GO:1903900
uqcc2,GO:1903900
uqcc2,GO:1903900
pym1,GO:1903900
pcgf5,GO:1903900
maml2,GO:1903900
dot1l,GO:1903900
zc3h8,GO:1903900
rhoxf2,GO:1903900
ttbk1,GO:1903900
afap1l2,GO:1903900
ccdc62,GO:1903900
ccdc62,GO:1903900
creb3l3,GO:1903900
creb3l3,GO:1903900
mpv17l2,GO:1903900
adtrp,GO:1903900
abhd14b,GO:1903900
rax2,GO:1903900
zc3h10,GO:1903900
fbh1,GO:1903900
atoh8,GO:1903900
tox2,GO:1903900
trim5,GO:1903900
mylk2,GO:1903900
nkd1,GO:1903900
nkd2,GO:1903900
nkd2,GO:1903900
dock7,GO:1903900
helz2,GO:1903900
tspyl5,GO:1903900
tnks1bp1,GO:1903900
tslp,GO:1903900
pnpt1,GO:1903900
pnpt1,GO:1903900
wnt3a,GO:1903900
sec16b,GO:1903900
lhx4,GO:1903900
lacrt,GO:1903900
med30,GO:1903900
znf622,GO:1903900
znf622,GO:1903900
angel2,GO:1903900
nlrp12,GO:1903900
znf804a,GO:1903900
arrdc4,GO:1903900
znf300,GO:1903900
strada,GO:1903900
naf1,GO:1903900
pxylp1,GO:1903900
fank1,GO:1903900
hnrnpll,GO:1903900
myocd,GO:1903900
atp5if1,GO:1903900
syap1,GO:1903900
tp53inp1,GO:1903900
fnip1,GO:1903900
fnip1,GO:1903900
egln2,GO:1903900
glmp,GO:1903900
larp4,GO:1903900
bud23,GO:1903900
nlrp3,GO:1903900
tirap,GO:1903900
tirap,GO:1903900
mysm1,GO:1903900
osbpl7,GO:1903900
c1qtnf1,GO:1903900
slc26a9,GO:1903900
fcrl3,GO:1903900
wdfy2,GO:1903900
trim6,GO:1903900
sfr1,GO:1903900
lrrk2,GO:1903900
lrrk2,GO:1903900
sp7,GO:1903900
sppl3,GO:1903900
leo1,GO:1903900
leo1,GO:1903900
mettl23,GO:1903900
gabpb2,GO:1903900
taf8,GO:1903900
acvr1c,GO:1903900
trim71,GO:1903900
nudt16,GO:1903900
ppargc1b,GO:1903900
ncoa7,GO:1903900
klf14,GO:1903900
klf14,GO:1903900
taf1l,GO:1903900
amer1,GO:1903900
asb9,GO:1903900
nek7,GO:1903900
gata5,GO:1903900
ctcfl,GO:1903900
cacul1,GO:1903900
prickle1,GO:1903900
bcdin3d,GO:1903900
alg10b,GO:1903900
e2f7,GO:1903900
zfp90,GO:1903900
il34,GO:1903900
ccbe1,GO:1903900
creb3l4,GO:1903900
hjv,GO:1903900
rnf187,GO:1903900
pyhin1,GO:1903900
pyhin1,GO:1903900
commd1,GO:1903900
prom2,GO:1903900
gdf7,GO:1903900
dtx3l,GO:1903900
glipr2,GO:1903900
nek10,GO:1903900
nek10,GO:1903900
sh3d19,GO:1903900
dab2ip,GO:1903900
dab2ip,GO:1903900
crebrf,GO:1903900
znf746,GO:1903900
cdca2,GO:1903900
nkx6-3,GO:1903900
rhoxf1,GO:1903900
tmtc3,GO:1903900
zfpm1,GO:1903900
rnf168,GO:1903900
rnf168,GO:1903900
zbtb49,GO:1903900
bmper,GO:1903900
dhx36,GO:1903900
sdr16c5,GO:1903900
tet3,GO:1903900
flcn,GO:1903900
flcn,GO:1903900
gsx1,GO:1903900
stox1,GO:1903900
ccny,GO:1903900
c6orf89,GO:1903900
brat1,GO:1903900
mmd2,GO:1903900
vstm2a,GO:1903900
rfx6,GO:1903900
rfx6,GO:1903900
unc5cl,GO:1903900
mapk15,GO:1903900
mapk15,GO:1903900
spdya,GO:1903900
il27,GO:1903900
ebf3,GO:1903900
ythdf3,GO:1903900
ythdf3,GO:1903900
casc2,GO:1903900
epgn,GO:1903900
pcsk9,GO:1903900
cnep1r1,GO:1903900
snx33,GO:1903900
svip,GO:1903900
magea2b,GO:1903900
npas4,GO:1903900
ifnl1,GO:1903900
rbm20,GO:1903900
bcl9l,GO:1903900
fam98b,GO:1903900
dynap,GO:1903900
cxcl17,GO:1903900
rspo1,GO:1903900
alkal2,GO:1903900
dok7,GO:1903900
nanos2,GO:1903900
tmem173,GO:1903900
fam170a,GO:1903900
acer2,GO:1903900
nanos1,GO:1903900
nanos3,GO:1903900
irgm,GO:1903900
macc1,GO:1903900
lrrtm3,GO:1903900
dnd1,GO:1903900
scimp,GO:1903900
rnf207,GO:1903900
trabd2b,GO:1903900
alkal1,GO:1903900
gdf6,GO:1903900
syt14p1,GO:1903900
yy2,GO:1903900
